Review_ID,review_number,review_date,review_ratings,reviews.title
5566,1,2018-03-20T15:35:51Z,"4.5,4.5,5,3.5,4,4,4,4,4,4","Metro Points in New Carrollton, MD"
5567,2,2018-03-20T15:35:51Z,"4.5,4.5,4.5,4.5,3.5,3.5,3.5,4,4.5,4.5,3.5,4",Pictures do not tell the truth
5568,1,2018-03-20T15:35:51Z,"3.5,2.5,3.5,3,4.5,3.5,3,3",D. C. area hotel
5569,1,2018-03-20T15:35:51Z,"4,4.5,4,5,4,4.5,4.5,4,4,3.5,4,3.5",Nice hotel. Right by the belt way. Close to D.C.
5570,13,2018-03-20T15:35:51Z,"4,3.5,5,4.5,4,5,4,4.5,3.5,3.5,3.5,3","Nice Remodeling Work, but Noisy"
5571,1,2018-03-20T15:35:51Z,"4,4.5,4,4,4,4,4,4,4,3.5,4,3.5",No consideration for late arrivals
5572,6,2018-03-20T15:35:51Z,"3.5,5,3.5,3,4,4,4.5,3.5,4,3.5",I was not happy with my room at all
5573,1,2018-03-20T15:35:51Z,"4,3.5,4.5,3.5,4.5,4.5,3,4.5",Four day stay
5574,1,2018-03-20T15:35:51Z,"3.5,4,4,3,4.5,4,4.5,4,3.5,5,4,4",unfriendly front desk ruins everything
5575,1,2018-03-20T15:35:51Z,"3.5,4,3.5,4,4,4,3,2.5,2.5",Recomendado 100
5576,0,2018-03-20T15:35:51Z,"4,3.5,3.5,4,4,4,4,4.5,4,4,4,4",Nasty Ants!!!
5577,1,2018-03-20T15:35:51Z,"4,3.5,4.5,3.5,4,4,3.5,3.5,3.5",Convienent access to interstate..
5578,1,2018-03-20T15:35:51Z,"3.5,4.5,4,3.5,4.5,4,4,4,4.5,3.5,3.5,3.5",Great deal
5579,7,2018-03-20T15:35:51Z,"3.5,4,4,4.5,4,4,4,4,4,4,4,4",Just one dreamless sleep night!
5580,2,2018-03-20T15:35:51Z,"2.5,3.5,4,4,3.5,3.5,3.5,3,3,3,1,1",Four Points
5581,2,2018-03-20T15:35:51Z,"4,4,4.5,5,4.5,4,4,4,3.5",Quick getaway away from the kids
5582,8,2018-03-20T15:35:51Z,"2.5,4,3.5,3.5,4,4.5,3.5,4,4.5,4,3,4.5",Ottima alternativa per visitare Washington
5583,4,2018-03-20T15:35:51Z,"4,4,4,3.5,4,3.5,4.5,3.5",Great Staff Good Price
5584,23,2018-03-20T15:35:51Z,"4,4.5,3.5,4,4,4,4,4,4,4,4","Convenient for the game, a few things to improve"
5585,11,2018-03-20T15:35:51Z,"3.5,4,4,4,5,4.5,3.5,4,4.5,4.5,3.5,3",Ripped Off on ROOM PRICE
5586,28,2018-03-20T15:35:51Z,"4.5,4,4,4,4,4.5,4,4.5,3.5,4.5,4",Don't be fooled
5587,6,2018-03-20T15:35:51Z,"4,4,3.5,3.5,1,1,1,1",unforgettable
5588,5,2018-03-20T15:35:51Z,"2.5,3.5,3.5,3.5,5,4,3,4,4.5","Good hotel, but not so crazy about the area"
5589,15,2018-03-20T15:35:51Z,"4,4.5,4,3.5,4,4,4.5,4,4,4,4","Metro Point of Washington in Wash., DC area"
5590,10,2018-03-20T15:35:51Z,"3.5,4,4.5,3.5,3.5,4.5,4,3.5,3.5,3.5,3",close to my event and rates were very reasonable.
5591,2,2018-03-20T15:35:51Z,"4,3.5,4.5,4.5,4,4.5,3.5,4,4.5,3.5,4,4",todo bien
5592,6,2018-03-20T15:35:51Z,"4,4,4,4,4,3.5,4,3.5,4,3.5,4,3.5",Comodo pero lejos del centro
5593,5,2018-03-20T15:35:51Z,"3,4,5,4,5,5,4,4,3.5,5,4.5,3.5",Great Hotel
5594,9,2018-03-20T15:35:51Z,"4,4,3.5,4,4,3.5,3,4.5,3,3",Everything OK
5595,3,2018-03-20T15:35:51Z,"3.5,4,4,2.5,4.5,4,4,5,3.5,3.5,3,3","A good deal, not to be passed up."
5596,98,2018-03-20T15:35:51Z,"3.5,4,4.5,3.5,4.5,4,4,3.5,3.5,3,3.5",Great stay
5597,8,2018-03-20T15:35:51Z,"4.5,3.5,5,3.5,4.5,4,4.5,4.5,3.5,4,3,3",Not good as expected
5598,2,2018-03-20T15:35:51Z,"4,4,3,4,4,3.5,3.5,3.5,3",good choice!
5599,2,2018-03-20T15:35:51Z,"2.5,4,3.5,4,5,3,3,1,1",Great hotel
5600,1,2018-03-20T15:35:51Z,"5,4.5,4.5,3,3.5,5,5,5","Nice place, but breakfast is so-so."
5601,1,2018-03-20T15:35:51Z,"3.5,4.5,4,4,4,4.5,4.5,4,4,3.5,3,3",Great location and excellent hotel
5602,11,2018-03-20T15:35:51Z,"4,4,4,4.5,4,4,4,4,4,4,4,3.5","Clean, attractive, friendly and small"
5603,77,2018-03-20T15:35:51Z,"4,4,4,3.5,4,4,4,4.5,4,4,4.5",Estadia en Washington
5604,8,2018-03-20T15:35:51Z,"3.5,3.5,3.5,4.5,4.5,4.5,3.5,4,4,4,4",not bad
5605,14,2018-03-20T15:35:51Z,"3.5,4,3.5,3.5,4,4.5,4,4,4,4,4,4",Visitor to DC first time
5606,3,2018-03-20T15:35:51Z,"4,4,4,4,4.5,4,3.5,3.5,4.5",Best hotel in New Carrollton
5607,30,2018-03-20T15:35:51Z,"4,4,3.5,3.5,4,3.5,4,4,4,4.5,4,4",poor
5608,15,2018-03-20T15:35:51Z,"4.5,4,4,3.5,4,4,4,4,4,4,3.5,4",Hot water problems
5609,1,2018-03-20T15:35:51Z,"3.5,4,4,4.5,5,3.5,2.5,1,1,1,3.5",Adequate
5610,1,2018-03-20T15:35:51Z,"4,5,4,4,5,4.5,1,1,1,1","Metro Points Hotel - New Carollton, MD"
5611,2,2018-03-20T15:35:51Z,"3.5,4,4.5,5,4,4.5,4.5,4.5,3.5,4,3.5,3.5",Modestly priced hotel
5612,1,2018-03-20T15:35:51Z,"4.5,4,3,2.5,4.5,5,4,4,3.5,3.5,3.5,3.5",Disappointing
5613,5,2018-03-20T15:35:51Z,"3.5,4,4.5,4,4,4,4,1,1,1,1","Nice Hotel, Good Price"
5614,11,2018-03-20T15:35:51Z,"4,4.5,3.5,4,4.5,4,4,4,4,4,4,4",Not bad hotel
5615,68,2018-03-20T15:35:51Z,"3.5,3.5,4,4.5,5,4.5,4.5,4,4.5,4,3.5",Issue with Shuttle to Hotel
5616,1,2018-03-20T15:35:51Z,"3,4,5,4,4,4.5,4,4,3.5,4,3.5,3.5",good hotel will stay again at property
5617,2,2018-03-20T15:35:51Z,"4,4,4,4.5,4.5,3.5,3.5,4,3.5,3.5,4.5,3.5",Excellent choice
5618,1,2018-03-20T15:35:51Z,"3.5,3.5,3,3.5,4,3,1,3",no recomendable
5619,10,2018-03-20T15:35:51Z,"4,4,4,4.5,5,4,4,3.5,3.5,3.5,3.5",Awesome place to relax while on vacation in DC
5620,1,2018-03-20T15:35:51Z,"4,3.5,3,2.5,4.5,3.5,3,3.5,3",Renovations
5621,44,2018-03-20T15:35:51Z,"3.5,4,4,4,4,4,4,4,4,4,4",Buen hotel a un excelente precio
5622,3,2018-03-20T15:35:51Z,"4,4,4.5,4,4.5,5,4.5,4,4,3.5,3,3",Terrible
5623,1,2018-03-20T15:35:51Z,"2.5,3.5,3.5,3.5,1,1,1,1",Not that great
5624,4,2018-03-20T15:35:51Z,"3.5,4.5,4,4,4,4,4,4,4.5,3.5,3.5,3.5",Very nice experience
5625,1,2018-03-20T15:35:51Z,"4,4.5,3,4,4,3.5,4,4",Do not stay here
5626,0,2018-03-20T15:35:51Z,"5,3.5,4,4,4,4,3.5,5,4",Nasty
5627,12,2018-03-20T15:35:51Z,"5,3.5,4,3,4.5,4.5,4,4,4,3.5,3.5",Metro Points Washington DC
5628,13,2018-03-20T15:35:51Z,"3.5,4,2.5,3.5,4,3.5,3.5,3.5,4,4,4.5,4",Nice hotel
5629,2,2018-03-20T15:35:51Z,"4,4.5,4,3.5,4,3.5,3,3,3","Great value, great staff."
5630,1,2018-03-20T15:35:51Z,"4,4.5,4,4,4,4,4,4,3.5,3.5,3,3",The rooms are very clean but the area is not safe
5631,2,2018-03-20T15:35:51Z,"4,4,3,3,3.5,3.5,3.5,3",Good location to DC
5632,27,2018-03-20T15:35:51Z,"4,3.5,4,4.5,4,4.5,4,4,5,3.5,4",excelente!
5633,11,2018-03-20T15:35:51Z,"4,4,3.5,3.5,4.5,4.5,4.5,1,1,1,1",Location Location Location
5634,4,2018-03-20T15:35:51Z,"4,4,2.5,4.5,3.5,3.5,3.5,4,3.5,3,3,4.5",Good stay
5635,4,2018-03-20T15:35:51Z,"4.5,4,4,3.5,4,4,4,4,4,4,3,3",Great hotel near D.C.
5636,3,2018-03-20T15:35:51Z,"4,4,4,4,4,4,4,4.5,4,3.5,4,3.5",Mixed
5637,1,2018-03-20T15:35:51Z,"3.5,3.5,3.5,4,5,3.5,4,4,4",Great stay. Great value
5638,4,2018-03-20T15:35:51Z,"3,4,4,3,4,3.5,4,4.5,3.5,4,4,4",Good Buy For last Minute
5639,2,2018-03-20T15:35:51Z,"4,3,3,3.5,4.5,4,4,4,4,3.5,5,4",Great Location Good People..!
5640,3,2018-03-20T15:35:51Z,"2.5,3.5,3.5,4,4.5,1,4,1,1",good hotel to stay
5641,7,2018-03-20T15:35:51Z,"5,4,4,3,4.5,3.5,3.5,3.5,4,4,4,4",Convenient and modern
5642,6,2018-03-20T15:35:51Z,"4.5,4.5,4,4,5,4.5,5,4,4,4,5,4",Nice hotel near DC
5643,11,2018-03-20T15:35:51Z,"3.5,3.5,3.5,4.5,4,4,4,4,4,4,4,4",Nice access to Metro
5644,1,2018-03-20T15:35:51Z,"3.5,3.5,3.5,4,3,3.5,4,4,4",This Hotel need a lot of work
5645,4,2018-03-20T15:35:51Z,"4,4,4,3,4,4.5,4,3.5,3.5,3.5,3.5,3",OK hotel in the middle of nowhere
5646,0,2018-03-20T15:35:51Z,"3,4,3,4,4,4,3.5,3.5,3.5,3","Nice hotel, close to many major attractions."
5647,5,2018-03-20T15:35:51Z,"4.5,4,5,3,4.5,4,4,4.5,4,4,4.5,4",Metro-points 8500 new carlt. MD Great to stay at!!
5648,2,2018-03-20T15:35:51Z,"3.5,3.5,4,3.5,3.5,3.5,3.5,3.5",Avoid this property
5649,1,2018-03-20T15:35:51Z,"3.5,3.5,3.5,5,3,4.5,4,4,4",Hotel close to neighborhood amenities.
5650,0,2018-03-20T15:35:51Z,"4,4.5,4,4,1,3.5,3.5,4.5,4.5,4,3.5",Nice hotel
5651,0,2018-03-20T15:35:51Z,"4.5,4,3.5,3,4,4,4,3.5",A few hiccups but convenient and acceptable
5652,2,2018-03-20T15:35:51Z,"3.5,3.5,4,4,5,3.5,3.5,3.5,3.5",Needs improvement
5653,33,2018-03-20T15:35:51Z,"3.5,4.5,4.5,4,5,4.5,4,4,3.5,3.5,5",Convenient location
5654,1,2018-03-20T15:35:51Z,"4.5,3.5,4.5,3,4.5,4,4.5,3.5,4,4,3.5,3.5",Not so good
5655,5,2018-03-20T15:35:51Z,"5,4,4,3,3.5,4,4,4,4",Close to metro
5656,1,2018-03-20T15:35:51Z,"4,4.5,3.5,4,4.5,4,3.5,3.5,4,4,4,4","good hotel, with a resonable price"
5657,3,2018-03-20T15:35:51Z,"3.5,3.5,3.5,4.5,4,4,4,4",Wonderful place to stay.
5658,1,2018-03-20T15:35:51Z,"4.5,3.5,3.5,4.5,3,4,4.5,4,4,4.5",Great Hotel!
5659,2,2018-03-20T15:35:51Z,"3.5,3.5,4,3.5,1,1,3.5,1",otimo custo beneficio
5660,1,2018-03-20T15:35:51Z,"4,4,4.5,3.5,4,4,3.5,3.5",Nice location!
5661,16,2018-03-20T15:35:51Z,"4.5,4,4,4,4.5,4,4,4,4.5",Great location
5662,1,2018-03-20T15:35:51Z,"5,3.5,4,4,3,4,3.5,5,4","It was an outstanding hotel,"
5663,12,2018-03-20T15:35:51Z,"4,4,4,4,4,4,4,4,3,1,1,1",Serves as an overnighter that's it.
5664,0,2018-03-20T15:35:51Z,,Good Stay!
5665,13,2018-03-20T15:35:51Z,"3.5,3.5,3.5,5,3,4.5,4,3.5,4",Great for a DC visit
5666,0,2018-03-20T15:35:51Z,,Very good!
5667,2,2018-03-20T15:35:51Z,"2.5,4,4,4,3.5,4,3.5,3.5,4.5,4,3.5,3.5",Midway between DC Annapolis
5668,2,2018-03-20T15:35:51Z,"3.5,3.5,4,4,4,4.5,4,3.5,4,4,3,2.5","More of a motel, not hotel!"
5669,0,2018-03-20T15:35:51Z,"4.5,4,4.5,3.5,4.5,4,3.5,3.5,4,4,4,4",Very nice hotel stay
5670,1,2018-03-20T15:35:51Z,"3.5,3.5,3.5,3.5,4.5,4.5,4,4,4,4",Location
5671,3,2018-03-20T15:35:51Z,"4,3.5,3.5,3.5,4.5,4.5,4,3.5,3.5,4.5",Cheap
5672,3,2018-03-20T15:35:51Z,"5,4.5,4,4,1,1,1,1",Wonderful Hotel
5673,4,2018-03-20T15:35:51Z,"3.5,3.5,3.5,4,3.5,3.5,4,4,4",Good service but broken things
5674,4,2018-03-20T15:35:51Z,"4.5,4,3.5,3.5,4,4,4,3.5,4",Excellent and Great Price
5675,1,2018-03-20T15:35:51Z,"4,2.5,4.5,4,3.5,4,4.5,4,3.5",Wonderful room at an outstanding price
5676,1,2018-03-20T15:35:51Z,"3.5,3.5,3.5,3.5,4.5,4,4,4",Very nice stay
5677,2,2018-03-20T15:35:51Z,"4.5,3.5,4.5,5,4.5,4,4.5,4.5,3.5,3.5,4,3",Nice hotel
5678,0,2018-03-20T15:35:51Z,"4,3.5,4,4,1,5,3,3",nice stay!
5679,1,2018-03-20T15:35:51Z,"2.5,4,4,3.5,3,3,1,1,1,3.5",Great Hotel-Close to Six Flags and Downtown D.C.
5680,2,2018-03-20T15:35:51Z,"3.5,3.5,2.5,5,4.5,4,4.5,5,4,4","Terrible. No light, back up power failed the test."
5681,29,2018-03-20T15:35:51Z,"3.5,3,4,4,4,4.5,4,4,3.5,4.5,3.5",Great service and location
5682,4,2018-03-20T15:35:51Z,"4,3.5,4,4,5,4,3.5,4",Overnight
5683,1,2018-03-20T15:35:51Z,"4,3.5,3,3.5,3.5,4,4,4,3.5,3.5",A good hotel if location is not a problem
5684,12,2018-03-20T15:35:51Z,"4,3.5,4,3.5,4,4,4,3.5,4,4,4,4",best motel ever
5685,13,2018-03-20T15:35:51Z,"4,3,4,3,4.5,4.5,4,3.5,3.5,3.5,3.5",Trip to Nation's Capital
5686,1,2018-03-20T15:35:51Z,"3.5,3.5,4.5,4,3.5,4,4,4,4",Great place to rest your head for DC getaway
5687,1,2018-03-20T15:35:51Z,"3,3.5,3.5,4.5,3,4,4,3.5,3.5,4.5","Clean, Friendly, Good Value"
5688,4,2018-03-20T15:35:51Z,"4,4.5,4,4,1,5,1,1",DC trip to 9er game
5689,2,2018-03-20T15:35:51Z,"4,4,3.5,3.5,5,3.5,3,3.5,4.5",This hotel is upscale but the price is budget.
5690,3,2018-03-20T15:35:51Z,"3,3.5,3.5,3,4,4.5,4,4.5",A good hotel
5691,1,2018-03-20T15:35:51Z,"4.5,4,4,3.5,3.5,5,4,4.5,3.5,4",Decent hotel
5692,1,2018-03-20T15:35:51Z,"4.5,4,4,3.5,5,4,4.5,3.5,4",average
5693,3,2018-03-20T15:35:51Z,"4.5,4,4,3.5,3.5,4,4.5,3.5,4,3.5",Great Hotel for a Great Price!
5694,2,2018-03-20T15:35:51Z,"4,3.5,3.5,3.5,3.5,4,4,4,4,3.5,3.5,4.5",Gostei
5695,5,2018-03-20T15:35:51Z,"3.5,4.5,4,4,3.5,4,4,4,3.5,2.5",cheap and convenient
5696,1,2018-03-20T15:35:51Z,"4,3.5,4.5,4,4.5,4,4.5,3.5,4,4,4,3.5","Nice place to stay,but far from Washington"
5697,2,2018-03-20T15:35:51Z,"4,3.5,4,3,3.5,3.5,3.5,3.5,3.5,4,4,3.5",You live you learn
5698,2,2018-03-20T15:35:51Z,"3.5,3.5,3.5,3.5,4,4,4,4,4",Excelente
5699,8,2018-03-20T15:35:51Z,"4,4.5,3.5,4,4,4.5,3.5,3.5,4,4,4,4",Comfortable but no communication
5700,4,2018-03-20T15:35:51Z,"4,3.5,3.5,4.5,4,4,3,4.5,3,4.5,3.5",Metro Points Stay
5701,5,2018-03-20T15:35:51Z,"3.5,3.5,4,4.5,5,4,4,4.5,4",Pleasantly Surprised!
5702,3,2018-03-20T15:35:51Z,"4,4,4,4.5,4,4.5,4,4,3.5,3.5,4.5,3.5",Good if you want to avoid DC traffic!
5703,4,2018-03-20T15:35:51Z,"4,4.5,3,4,4,4.5,4.5,3.5,4,4,4,4",Not bad for the price
5704,2,2018-03-20T15:35:51Z,"4,4.5,4,4,3.5,4.5,5,4.5,4.5,4,3.5",It was ok.
5705,6,2018-03-20T15:35:51Z,"3.5,3.5,4.5,4,4.5,4.5,4.5,3.5,4,3.5,4.5,3.5",Great Location and inexpensive stay
5706,1,2018-03-20T15:35:51Z,"5,4,4.5,3,4,4,4,4",good place
5707,1,2018-03-20T15:35:51Z,"4.5,4.5,4,4,4,3.5,4.5,3.5",Good value for price.
5708,10,2018-03-20T15:35:51Z,"3.5,4,4,4.5,4,4,4,4,4,4,4,4",Nice place to stay
5709,4,2018-03-20T15:35:51Z,"4,3.5,3.5,4,4,4,4,3.5,3,3",Metro Points
5710,3,2018-03-20T15:35:51Z,"4,3.5,3.5,4.5,4.5,4,4.5,3.5,4.5,4.5,3,4.5",Satisfied
5711,4,2018-03-20T15:35:51Z,"4.5,4.5,4,4,4,4,3.5,4.5",A holiday that cannot be forgotten in a hurry.
5712,1,2018-03-20T15:35:51Z,"3.5,4,4.5,3.5,4.5,4.5,4.5,4.5,4,3.5,3.5,3.5",Pleasant place to stay
5713,2,2018-03-20T15:35:51Z,"4,3.5,3.5,4,4,4,3.5,3.5,4",Home away from home
5714,1,2018-03-20T15:35:51Z,"4,3.5,5,4,5,3,1,1",friendly and helpful staff clean and comfortable
5715,5,2018-03-20T15:35:51Z,"3.5,4,3.5,4.5,4,4.5,4,4,4.5,4,3.5,3.5",Nice place to stayclose to WDC
5716,7,2018-03-20T15:35:51Z,"3.5,4.5,4,3.5,3.5,4,4.5,4,4,5,3.5,4.5",Vaction
5717,1,2018-03-20T15:35:51Z,"4,3,4.5,4,4.5,4,3.5,3.5,3.5,4,2.5,3.5",Great room for the money
5718,3,2018-03-20T15:35:51Z,"3.5,4,3.5,4,4,4.5,4,3.5,4.5,3.5,3.5,3.5",convienient to train station for access to downtow
5719,1,2018-03-20T15:35:51Z,"3.5,3.5,3.5,3.5,4.5,2.5,4,4,4,4,4",Great price!
5720,3,2018-03-20T15:35:12Z,"4,3.5,4,4,4,4,4,4,3.5,3",A quiet comfort off the beaten path
5721,1,2018-03-20T15:35:12Z,"4,4.5,4,4,4.5,4.5,4.5,4,4,3,3.5,3",A very nice hotel hidden in a residential area.
5722,6,2018-03-20T15:35:12Z,"4,4,2.5,4,4,4.5,4,4,3.5,3.5,3,3",Very nice place. Nice location
5723,1,2018-03-20T15:35:12Z,"4,4.5,4.5,3.5,4.5,4,4,4,4,3.5,3.5,3","Business, wonderful George Washington Mount Verno."
5724,1,2018-03-20T15:35:12Z,"3.5,3.5,3.5,3.5,4.5,4,3.5,3.5","It's okay, kitchenette is convenient"
5725,1,2018-03-20T15:35:12Z,"4.5,4,4.5,3.5,4,4,3.5,4,4,4,3,4",TERRIBLE!
5726,1,2018-03-20T15:35:12Z,"3.5,5,3.5,4.5,4.5,4,5,4,3.5,3,3",Horrible Experience
5727,2,2018-03-20T15:35:12Z,"4,4.5,3,4,4,4,4,3.5",Awful stay!!
5728,10,2018-03-20T15:34:03Z,"4.5,3.5,4,3.5,4.5,4,4,4.5,4,3.5,3.5,4.5",Great location for Virginia Eastern Shore
5729,1,2018-03-20T15:34:03Z,"3.5,3.5,4,4,4,4.5,4,3.5,3,1,3,3",Not so great
5730,2,2018-03-20T15:34:03Z,"3.5,3.5,3.5,3.5,4,4.5,4,4,4",Stay
5731,19,2018-03-20T15:34:03Z,"3,4,4.5,3.5,3.5,3.5,4,4,4,4,4,2.5","Near Virgina Tech Agriculture Farm, Painter, VA"
5732,1,2018-03-20T15:34:03Z,"4,4,4,4,5,4,4,4,4",Exmore nice stop over spot
5733,3,2018-03-20T15:34:03Z,"3.5,4,4,4,4,4,4,4,3.5,3.5,3.5,3.5",good stopover heading north-south
5734,1,2018-03-20T15:33:57Z,"5,3.5,4.5,4,4,4,5,4,5,3.5",Very clean and well kept
5735,1,2018-03-20T15:33:57Z,,Nice Hotel for the area.
5736,5,2018-03-20T15:33:57Z,"4,4,4,4.5,5,4,4,3.5,4,3.5,3.5",Location is perfect
5737,1,2018-03-20T15:33:57Z,"4,4.5,3.5,4,4,3.5,3.5,4,4,3.5,3.5,4.5",Don't pick this place for the free breakfast.
5738,9,2018-03-20T15:33:57Z,"4,3.5,4,3.5,4,4,4,3.5,4,4,4,3.5",Amazing Service
5739,2,2018-03-20T15:33:57Z,"4,4,4,4.5,5,4.5,4,4,3.5,4.5,4,3.5",good spot to stop for the wedding we attended
5740,1,2018-03-20T15:33:57Z,"4,4.5,3,3.5,4,4,3.5,4.5,4,3.5,3.5,4.5","Great value, good location."
5741,17,2018-03-20T15:33:57Z,"4,4,4,4.5,4,4.5,4.5,4,3.5,3.5,4,3.5",Nice hotel next to main road
5742,1,2018-03-20T15:33:57Z,"4,4,4,4,4,4,4,4,3,5,1,1",Too bad
5743,1,2018-03-20T15:33:57Z,"3,4,3.5,4,4,4,4,3.5,4.5,3.5",Great for Business trip
5744,4,2018-03-20T15:33:57Z,"3.5,3.5,5,4,5,4,5,3.5,4,4,3",terrible king size bed
5745,3,2018-03-20T15:33:57Z,"4.5,4.5,3.5,3.5,4.5,4.5,4.5,4,4.5,4.5,4,3.5",Mini-vacation
5746,0,2018-03-20T15:33:57Z,"3.5,4,4,3.5,4,4,4.5,4,4.5,3.5,3.5,3",Very nice close to shopping and food
5747,1,2018-03-20T15:33:57Z,"4,3.5,4,4,4,4,2.5,4,3.5,3,3",2 day business stay.
5748,1,2018-03-20T15:33:57Z,"4.5,4,4.5,3.5,4.5,4,4,4,4,4",Ok Hotel
5749,6,2018-03-20T15:33:57Z,"4.5,4,3.5,3.5,4.5,3.5,3.5,4,4,3.5,4.5,3.5",Unexpected disappointment
5750,1,2018-03-20T15:33:57Z,"4,4.5,3,3.5,4,4,4,4,4,3.5",poor bed
5751,1,2018-03-20T15:33:57Z,"4,4,4,4,4,4,4.5,4,5,3,1,1",winter layover
5752,1,2018-03-20T15:33:57Z,"4,3.5,5,4.5,5,4.5,4.5,4.5,3.5,3.5,4,3.5",Great Service
5753,1,2018-03-20T15:33:57Z,"3.5,3.5,3.5,4,1,1,1,1",Sleep is good
5754,1,2018-03-20T15:33:57Z,"4,4,3.5,3.5,3,3,1,1,3.5,1",Good hotel for overnight stay
5755,1,2018-03-20T15:33:57Z,"4,4.5,3.5,4,4,4,4,4,3.5,4,3.5,3",Nice convenient Location
5756,2,2018-03-20T15:33:31Z,"3.5,4,3.5,4,4,4,4,4,4.5,3.5,3.5,3.5",Will use again
5757,1,2018-03-20T15:33:31Z,"3.5,4,4.5,4,4,4,1,1,1,1",Great room for the money.
5758,0,2018-03-20T15:33:31Z,"4,4,4.5,4,4.5,4,4.5,4,4.5,3.5,3.5,4.5",more room than we needed
5759,1,2018-03-20T15:33:31Z,"3.5,4,4,3.5,4,4.5,4,4,4,4,4,4.5","Affordable hotel in Arlington, VA"
5760,10,2018-03-20T15:33:31Z,"4.5,3.5,4,4,4.5,4,4,4,4,4,4,4",Great deal in Arlington
5761,2,2018-03-20T15:33:31Z,"4,3.5,3.5,3.5,4,4,4,4,4,4,3.5,4",quiet getaway from d.c.
5762,1,2018-03-20T15:33:31Z,"4.5,4,4,3.5,5,4.5,4,4,4,4,4,4",Comfortable and unique
5763,1,2018-03-20T15:33:31Z,"3.5,3.5,3.5,4.5,4,4,4,3.5",Great Stay
5764,1,2018-03-20T15:33:31Z,"4,4,4,4,4,4,4.5,3.5,4,3.5,3.5,4.5",Great room for the money
5765,7,2018-03-20T15:33:31Z,"4.5,3.5,4.5,4.5,5,4.5,3.5,4,4,3.5,3.5","Virginian Suites, Arlington - VA, Spacious stay!"
5766,3,2018-03-20T15:33:31Z,"4,3.5,4,3.5,4,4,3.5,3.5,3,3",Excelente
5767,2,2018-03-20T15:33:31Z,"3.5,4.5,4,4,3,5,1,1,1,1",Great Place to Stay
5768,3,2018-03-20T15:33:31Z,"3.5,4.5,4.5,4,4.5,3.5,4,4.5,4,4,4,4",Double charged me and gave me the run around.
5769,13,2018-03-20T15:33:31Z,"3.5,2.5,4,3.5,5,4.5,3.5,4,4.5,4,3.5",virginian suites
5770,11,2018-03-20T15:33:31Z,"4,4.5,3.5,4,4,4,4,4.5,4,4,4,4","Great hotel, close to Metro"
5771,1,2018-03-20T15:33:31Z,"2.5,3.5,4,4,3,1,3,1","The Virginian Suites - Arlington, VA. - 3.5 Stars"
5772,0,2018-03-20T15:33:31Z,"4,4,5,3.5,5,5,4,4.5,1,1,1,1",Can't beat it for the price
5773,7,2018-03-20T15:33:31Z,"4,4,4,3.5,4,3.5,3.5,3.5,3.5,3,3","Great Place, terrible service"
5774,1,2018-03-20T15:33:31Z,"4,4,3,3,4.5,3.5,3.5,3.5,3.5",in terms of price you can not beat the location.
5775,2,2018-03-20T15:33:31Z,"4,3.5,4,3.5,4,4.5,3.5,3.5,3.5",The Virginian
5776,1,2018-03-20T15:33:31Z,"4,4,3.5,3.5,3,3,3,3.5",DC Vacation
5777,1,2018-03-20T15:33:31Z,"4,4,4,4,2.5,1,5,1,5",Old and Tired
5778,5,2018-03-20T15:33:31Z,"4,4.5,3,4,4,4,4,4,4,4,4,4",Good location
5779,13,2018-03-20T15:33:31Z,"4.5,4.5,3,3.5,4,4.5,3,4,4,4.5,5,4",I Would Definitely Stay Here Again
5780,8,2018-03-20T15:33:31Z,"4,3,4.5,3.5,4.5,4,4,4,4,2.5,3.5,3.5",Very inexpensive with lots of room
5781,1,2018-03-20T15:33:31Z,"4,4,3.5,4,3.5,4.5,1,3.5,1",Would definitely go back.
5782,2,2018-03-20T15:33:31Z,"3.5,3.5,5,2.5,3,4.5,5,4,4",Old and dirty
5783,3,2018-03-20T15:33:31Z,"3.5,4.5,4,3.5,4.5,4.5,3,4.5",Excellent sevice. Can't wait to go back.
5784,1,2018-03-20T15:33:31Z,"4,4,3.5,3.5,4,4.5,4,4.5,1,1,1,1",simple hotel that meets all your needs
5785,1,2018-03-20T15:33:31Z,"4,4,3.5,4,4,4,4,4,1,1,1,1",Good enough for a quick overnite stay.
5786,13,2018-03-20T15:33:31Z,"4.5,4,3.5,4,4.5,4,4.5,4,4,4,4,4",Great for exploring Washington.
5787,3,2018-03-20T15:33:31Z,"4.5,3.5,4.5,4.5,4.5,3.5,4,4,3.5,4",Good Service and Comfortable Rooms
5788,1,2018-03-20T15:33:31Z,"3.5,4,4,3.5,4,3.5,3.5,3.5,4,4,4,4",Hotel much better than I though
5789,2,2018-03-20T15:33:31Z,"4.5,4,3.5,4.5,4.5,3.5,4,5,4,4,4,4",Decouverte
5790,0,2018-03-20T15:33:31Z,"3.5,4,4,4.5,4,4,4,4,4,4,4,4",Satisfactory Accommodations
5791,1,2018-03-20T15:33:31Z,"3.5,4,3.5,4.5,5,4,4,4,4,3,3,3.5",Good location - 10 minute walk to Metro
5792,1,2018-03-20T15:33:31Z,"4,4,3.5,3,4,4,4,3.5,4,3.5,3.5,4.5",Snobby North East attitudes
5793,1,2018-03-20T15:33:31Z,"4.5,4,5,3,4.5,4,4,4.5,4,4,4.5,4",Good price for the location
