res_id,name,tel,rank
4793,Gongcha Diamor Osaka,+81 6-6485-8178,
4794,Bubba Gump Shrimp Co. Osaka,+81 6-4804-3880,56
4795,Chotansan Highball Sakaba Masan Higashimikuni,+81 50-5786-3623,12531
4796,Bowl,+81 6-6621-0577,4329
4797,Mogura Tei,+81 6-6923-3010,7747
4798,"Komeda's Coffee, Tenjinbashisuji 6-chome",+81 6-4792-8548,
4799,"Cafe De Crie, Dojima Chikagai",+81 6-4795-7120,
4800,Ristorante Giardino Gamo,+81 6-4255-7038,1526
4801,Afro Osaka,+81 6-4309-7362,5686
4802,Anagoya Noresore Osaka Fukushima,+81 6-6131-4808,4611
4803,Yakijingi Tsurui,+81 6-6305-0636,3247
4804,Torikku Hankyuumeda Navio,+81 6-6315-8008,6073
4805,Nakanoya OAP,+81 6-6881-5670,12705
4806,Tsuruhashi Ramen dining Tsurushin Abiko,+81 6-6695-1900,10235
4807,Sosonjae,+81 6-6654-6354,3617
4808,"Maguroya Tenjinbashi, - CLOSED",+81 6-6948-8829,
4809,Kikiwaramasa,+81 6-6631-9000,1659
4810,Kokuryu 〜Black Dragon,+81 6-4397-2019,3936
4811,Mior Umeda,+81 6-6361-2205,
4812,,,
4813,Uratemma Chochindori Nikuzushi,+81 6-6354-3312,1651
4814,Akagakiya Abe no Mise,+81 6-6556-7008,5478
4815,Gusto Tennoji Higashi,+81 6-4301-8810,10775
4816,Menyananatengoherutsumedaten,+81 6-6346-5510,6294
4817,Kagawa,+81 6-6345-0228,401
4818,Coco Ichibanya Umeda Sky Bldg,+81 6-4796-6551,593
4819,Chu,+81 6-6328-3232,10775
4820,Komeko Lab. Kitashinichi,+81 6-6343-5539,
4821,Shimizu,+81 6-6881-4222,12491
4822,Mainichi,+81 6-6648-1856,
4823,Taikoen,+81 6-6303-1010,2587
4824,Sushi Restaurant Hajime,+81 6-6536-8515,8089
4825,Kentucky Fried Chicken Ashiharabashi,+81 6-6563-2235,10775
4826,Fukushima Oendan Oita Karaage & Teppanyaki Katsuo,+81 50-5796-7904,9481
4827,Marushima Edobori,+81 6-6444-5116,3084
4828,Uoteru Suisan Kamishinjo,+81 6-6990-0141,4546
4829,bistro Hanakisaketen,+81 6-6562-6111,6403
4830,Ramen Wanya,+81 6-6445-1159,10775
4831,"Hommachiseimenjo Ten, Lucua Osaka",+81 6-6341-0241,5043
4832,Higobashi 365 Dining,+81 6-6447-0035,6831
4833,Yushokuya Jumaru,+81 6-6442-5189,9158
4834,Satsuma Uosen Suisan Umeda North Entrance Shibata,+81 50-3542-4973,5268
4835,The Calendar Honten,+81 6-6534-0144,2746
4836,Tsubaki Coffee Chayamachi,+81 6-6371-5011,
4837,Osaka Bal,+81 50-5789-0237,9435
4838,Rantei Chayamachi,+81 6-6374-3330,2015
4839,Miyamoto Munashi Tenjinbashi Sanchome,+81 6-6926-4488,10775
4840,Sachinoya Shokudo Ocat Mall,+81 6-6635-3811,9527
4841,Seafood Restaurant Sasara,+81 6-6532-0120,3368
4842,Columbia8,+81 6-6131-4141,8047
4843,Ikeebi Bar Orb Temma,+81 6-4800-0106,4398
4844,Mawaru Ganso Sushi Shin Hankyu Hotel,+81 6-6459-7129,10775
4845,Yappari Steak Minami Morimachiekimae,+81 6-6358-3880,5315
4846,Anzuya,+81 50-3694-5337,
4847,Saizeriya Aeon Town Hirano,+81 6-6795-0460,9863
4848,Koneko,+81 6-6343-7510,8649
4849,Kani Fuku,+81 6-6390-0229,3677
4850,Sushi Kenzan Osaka Kita Shinchi,+81 6-6344-7381,7704
4851,Tomiya,+81 6-6773-3666,7602
4852,Ronronner,+81 6-6361-7300,8970
4853,Atmos Dining,+81 6-6222-0111,146
4854,Spice Shokudo Nikki,+81 6-6575-9730,2841
4855,Katsuo Juso,+81 6-6309-8311,9718
4856,Quolofune Minamihorie,+81 6-6539-0555,
4857,Gonbei Lucua Osaka,+81 6-6151-2240,3127
4858,Sumitoriya Midori,+81 6-6764-1575,7674
4859,"Domdom Hamburger, Nagayoshi",+81 6-7668-1652,8503
4860,Sumiya Ebisu Maru,+81 6-6442-4780,5999
4861,Kofuku Kayuten Happy Congee Hankyu Umeda Honten,+81 6-6313-1484,1974
4862,mus Umeda,+81 6-6377-6363,406
4863,Rakkiorganic,+81 6-6136-7994,5704
4864,next Niku MARKET Tennoji,+81 50-3314-2829,8053
4865,Sakanaya,+81 6-6356-1900,10775
4866,Yakiniku Kago,+81 6-6633-3303,5669
4867,Hatsutatsu Tenroku,+81 6-6360-4999,
4868,Men Factory JAWS 2nd,,7989
4869,Fukukitchou,+81 6-6484-6266,7076
4870,Uofuku KamiShinjo,+81 6-6829-6130,10775
4871,Akadori Haruka,+81 6-4792-7134,5127
4872,Kasho Asada Toyosato,+81 6-6325-3911,8631
4873,Shinshu Soba,+81 6-6354-1992,10775
4874,Sahei Sushi-main branch,+81 6-6631-4541,2763
4875,Vecua Honey Marche Hankyu Sambangai,+81 6-6359-0535,
4876,Sushi Yamawaki,+81 6-6347-1191,7174
4877,Mangakan Villa Numakunai Hoten,+81 6-6375-3911,2534
4878,Wagyu Yakiniku Taizan Minami Morimachi,+81 50-5798-2164,8906
4879,Irakuya Shirokiya Hankyu Umeda Chayamachi Entrance Ekimae,+81 6-6374-5688,10775
4880,Komugi-LAND,+81 6-6397-0678,12438
4881,Sumibi Yakitori Chindon Taiyuji,+81 6-6367-1733,9467
4882,Sosaku Ryori Kikitsu,+81 6-6363-8771,4306
4883,Unagi-Ya,+81 6-6302-7200,3747
4884,,,
4885,Kisshoan,+81 6-6233-5451,9320
4886,"M Prime, Umeda",+81 6-6344-0602,2783
4887,Menbo Tenjinbashi,+81 6-6377-5897,
4888,Sumibi Yakiniku Itcho,+81 6-6361-7227,7592
4889,Yakitori Daikichi Nishitanabe,+81 6-6606-0210,7012
4890,Kushitaru,+81 6-6373-0365,9031
4891,Asiasia,+81 6-6313-2333,6143
4892,Kushihacchin,+81 6-6779-0823,7568
4893,Kitashinchi Fujisai,+81 50-5786-6206,10775
4894,Iguchi,,10775
4895,Minatomachi River Cafe,+81 6-6635-0234,1451
4896,Gyoza No Osho Higashi Mikuni,+81 6-6210-6555,8341
4897,McDonald's Imagawa,+81 6-6713-2199,9249
4898,Kushi Ikka,+81 6-6454-5955,3906
4899,Shinmachi Soba Kiri Teru Teru,+81 6-6556-7860,5793
4900,Ymgm,+81 6-6931-2310,
4901,Chanchi Daibiru Honkan Honten,+81 6-6479-3233,663
4902,Sagun,+81 6-6359-3886,1726
4903,Indian Curry Dojima,+81 6-6344-3941,542
4904,Estacion Cafe Grand,+81 6-6341-0222,
4905,Deli Café Kitchen Osaka,+81 6-4796-7775,
4906,Gusto Kamishinjo Ekimae,+81 6-6160-2550,3454
4907,Maison Tateru Yoshino,+81 6-6347-1128,703
4908,Otowa Bekkan,+81 50-5799-2144,8646
4909,Holly's Cafe Osaka Ekimae 3,+81 6-6344-2288,
4910,Matsuri Daiko Osaka Station Dai-san (3rd) Building,+81 6-6348-1125,3771
4911,Rokoko,+81 6-6353-8470,
4912,Chocolate Laboratory,+81 80-2505-8854,1805
4913,Ikkemmesakaba Tennoji North Entrance,+81 6-6771-0505,10775
4914,Okuman Suminoe Park,+81 6-4702-6007,7235
4915,Vegetable Bar Tierra,+81 6-6372-0323,2412
4916,Torikizoku,+81 6-6362-0285,7077
4917,Shuntei,+81 6-6350-2947,5930
4918,Sol Saliente,+81 6-6311-6667,3459
4919,Yamamoto Coffee Horie Chokubaisho,+81 6-6541-7131,
4920,Naniwaya New Osaka,+81 6-6395-7055,4191
4921,Gokoku Abenobashi,+81 6-6629-6051,10331
4922,Kaisen Ichiban,+81 6-4796-9666,6259
4923,Korean Dining Richoen Umeda Doyama,+81 50-7300-0147,7180
4924,Soba-Dokoro Nobuyoshi,+81 6-6531-6897,10775
4925,"Ahoya, Nishinakajima",+81 6-6885-0025,5223
4926,"Chao Chao Gyoza Whity Umeda, - CLOSED",+81 6-6364-5188,
4927,Steak Miya,+81 6-6632-6511,3889
4928,Ajisai,+81 6-6346-1818,8144
4929,Washoku Sato Nagahara,+81 6-6700-6761,8243
4930,Yamanishi Fukushi Kinen Kaikan Restaurant Ai,+81 6-6315-1868,
4931,Horoyoi,+81 6-6304-1805,10775
4932,Izakaya Aoki,+81 6-6954-1028,6376
4933,"Sol, Kyomachibori",+81 6-7506-6186,9812
4934,Shinchi no Yasuragi,+81 6-6940-7636,5945
4935,Sushi Murao,+81 50-3696-3606,
4936,Soup Stock Tokyo Abeno Hoop,+81 6-6569-9077,
4937,Akakara Abeno Harukas Dining,+81 6-6625-2525,10775
4938,Washu Ginzo,+81 6-6457-6630,2931
4939,# 702 Cafe & Diner Namba Parks,+81 6-6643-9233,12737
4940,1 Pound Steak & Hamburg TAKERU Tenma,+81 6-6357-2929,797
4941,Cafe Eikokuya Osaka Station City South Gate Bldg.,+81 6-6344-8780,4840
4942,Yoshinoya Nagaikoen Dori,+81 6-6760-5375,10775
4943,Cafe Glow,+81 6-6761-7486,
4944,Tachinomi Wine Vintage 24,+81 6-7175-6437,4207
4945,Men Kaneki Shoten,+81 6-7493-6855,
4946,Crepes de Cocorico Umeda,+81 6-6314-1932,5581
4947,Grand Choux Cream,+81 6-6485-7901,10250
4948,Sushi Hoshiyama,+81 6-6344-1128,1929
4949,E o Bernard Loiseau Signature,+81 50-3188-6646,3583
4950,Torimichi Higashi-Mikuni Main Store,+81 50-5799-7301,12408
4951,"Korean Dining Richouen, Kyobashi",+81 50-7300-0162,4024
4952,Ichiban Shinsekai,+81 50-5787-9379,4116
4953,Manshuro,+81 6-6571-3308,10713
4954,Kobe Muscle Horumon Tenman No. 2,+81 50-5786-8833,4972
4955,Yamatoya,+81 6-6341-2850,5723
4956,Niku Bar Ocho,+81 50-5789-2636,5598
4957,Gyoza No Osho Minami Mori-Machi,+81 6-6881-5210,7025
4958,Ginmiya Shin Osaka-brunch,+81 6-6534-4129,945
4959,Okaniwa,+81 6-6479-5151,5329
4960,"Tokokuro, Abenohinen",+81 6-6625-2373,750
4961,Save Cat Cafe,+81 6-7165-6504,
4962,Tempura Dining & Bar Kanon,+81 6-6353-1228,8661
4963,Azu Curry Kitashinchi,+81 6-6344-3210,5927
4964,Starbucks Coffee Higobashi Minami,+81 6-6449-6377,
4965,Muu Muu Diner Fine Hawaiian Cuisine Nu Chayamachi Plus,+81 6-6485-7160,4396
4966,Kawahira,+81 6-4806-1185,7088
4967,Teppan to Wine to Soba Tsunagu,+81 6-6585-9470,4028
4968,Seasonal Cuisine Yamaji,+81 6-6311-0203,10123
4969,Kinmei Hanten No. 2,+81 6-6455-8868,12356
4970,Indian Restaurant Mira,+81 6-6348-0134,1773
4971,Batten Yokatoo,+81 0066967379939,3621
4972,Florence Sawano-Cho,+81 6-6678-3558,6700
4973,Mitsui Murata,+81 6-6442-4180,6449
4974,Yappari Steak Kyobashi Ekimae,+81 6-6351-5188,5200
4975,Sushi-Dokoro Bozu,+81 6-6325-1588,9587
4976,Sake Cafeteria SO-Ken,+81 6-4256-8243,8200
4977,Torikizoku,+81 6-6364-7500,7205
4978,Coffee House Doobie,+81 6-6653-1955,
4979,Tokyo Sundubu Osaka Maru Building,+81 6-4796-7388,3528
4980,Noka Roast & Grill,+81 6-6374-5700,195
4981,Shinobuan Universal Citywalk,+81 6-4804-3848,12794
4982,Tsukiji Sushisay Daimaru Umeda,+81 6-4797-0538,637
4983,Labyrinth,+81 6-6578-0015,1892
4984,handmade Gyoza Specialty restaurant Marusei,+81 6-6973-6605,9609
4985,Ramen Nisei,+81 6-6534-3120,12773
4986,Makishitei,+81 6-6344-5777,5692
4987,Gyoza no Osho Suminoe,+81 6-6685-2468,6013
4988,Menya,,9789
4989,Campagne,+81 6-6361-0810,6569
4990,Kodaruma Juso Station Front East Entrance,+81 6-6308-5678,1979
4991,Daimi,+81 6-6311-4340,2434
4992,Shokurakuen Mikuniso Teppanyaki (Griddle Cuisine) Shima,+81 6-6399-2211,
4993,Suehirodo,+81 6-6678-8130,5569
4994,Nikushoku Sakaba Harapeko Pietorin,+81 6-6468-3993,6557
4995,Yamacho Umeda,+81 6-6344-0228,5242
4996,Tekkun Choi,,4034
4997,Naniwa Ebimaru Honpo,+81 6-6643-6611,3151
4998,Marica Matsudo,+81 6-6459-7519,9617
4999,Steak House pondo Kitashinchi,+81 6-6343-2995,242
5000,Macelleria Di Takeuchi,+81 6-6455-2977,9460
5001,Torishiki Hirose,+81 6-6442-3036,12815
5002,Taishu Bistro Haradaya,+81 6-4256-8854,801
5003,Indian Curry Avanza,+81 6-6345-5616,5355
5004,Naniwa Koichian Hankyu Umeda,+81 6-6313-7658,2313
5005,Seafood Izakaya Haruka,+81 6-6551-3969,10775
5006,"Sagun, Osaka Bay",+81 6-6573-5060,10775
5007,Yakiniku Tokkyu Nagayoshi Nagahara,+81 6-6706-2929,6903
5008,Gogoichi Hourai Umeda Hanshin,+81 6-6344-2325,382
5009,Akiyoshi Abe,+81 6-6622-7975,7324
5010,Teppanyaki & Restaurant Bar Caro,+81 50-5799-5434,4288
5011,"Ise Meibutsu Akafuku Hankyu Department Store Osaka, Umeda-main branch",+81 6-6361-1381,
5012,Curry House T&A Kyomachibori,+81 6-6444-7110,984
5013,Yayoiken Kyobashi,+81 6-4801-9966,7217
5014,Bayaki Specialty restaurant Namitsuba Kyomachibori,+81 6-6447-4129,9154
5015,Taishu Sakaba Masamuneya,+81 6-6641-1730,3382
5016,Ajibugyo,+81 6-6365-8421,5327
5017,Baroshiri Yes,+81 6-4796-0833,8588
5018,Chu,+81 6-6931-4457,6342
5019,Yakiniku Iwasakijuku Kokudo 176 Go Mikuni,+81 6-6397-2929,12745
5020,"Kuranosuke, Umeda Honten",+81 6-6442-3304,12650
5021,Busan,+81 6-6367-6660,2514
5022,Curry & Cafe Warung,+81 6-6616-9712,12760
5023,Galleria Umeda,+81 6-6455-6677,2769
5024,Zakuzaku Lucua Osaka,+81 6-6151-2714,
5025,Wagaya,+81 6-6343-8557,7811
5026,Meike Kachuka Imahonten,+81 6-6342-1688,1029
5027,"Uosa, Osaka Station City South Gate Building",+81 6-6344-0887,2981
5028,Garden Restaurant,+81 6-6628-0640,
5029,Toriyaki Kanbi,+81 6-6343-8338,5815
5030,,,
5031,Lobby Lounge,+81 6-6628-3267,4099
5032,Tonsuke,+81 6-6621-2518,9890
5033,Ginrin,+81 6-6453-2939,10495
5034,Warawara Tsuruhashi Central Entrance Ekimae,+81 6-4305-1688,9612
5035,"Shunsen Western-Style Cuisine, Ippei, Fugu Hamo, Sosaku Cuisine",+81 6-6575-1771,7137
5036,Kushikatsu Tabehodai Kushimaru Tempozan Market Place,+81 6-6576-5631,497
5037,,,
5038,Wa Dining Wadachi,+81 6-6136-8555,6173
5039,Kitahorie Hozuki,+81 6-6536-0577,6414
5040,Lead Coffee,+81 6-6616-9607,
5041,Fujiyoshi Nakanoshima Festival Plaza,+81 6-6220-2888,3015
5042,Bubble Net Guest Space,+81 6-4390-8520,
5043,Komenohana,+81 6-6926-4059,6978
5044,Miyakosoba Fukushima,+81 6-6453-0932,12615
5045,Hachidori,+81 6-6929-8107,5408
5046,Farm Marche,+81 6-6348-9122,7870
5047,Shinsekai Kushikatsu Ittoku,+81 6-6645-9499,1527
5048,The Soul of Japan,+81 6-7174-5416,2422
5049,Arneck,+81 6-6451-3888,9328
5050,Jyanbo Sonezaki,+81 6-6366-0655,10775
5051,Yamamoto,+81 6-6453-1369,6118
5052,Yakiniku Like Osaka Fukushima Ekimae,+81 6-6467-8929,10775
5053,Crossy Umeda,+81 6-6315-5555,10775
5054,Manuhonten,+81 6-6341-5555,1183
5055,"Itamae Yakiniku Itto, Uehommachi",,7824
5056,Creperie Stand Chandeleur,+81 6-6374-9012,
5057,Delices Tennoji Mio,+81 6-4305-6226,1161
5058,Oriental Thailand,+81 6-6930-7055,10607
5059,Shooting Bar Five,+81 6-6922-5005,10034
5060,Il Desiderio Ortaggio,+81 6-6313-1526,2109
5061,Ganso Gyusuji curry Sakurado,+81 6-6561-5559,6062
5062,Yoshinoya JR Tsukamoto Station,+81 6-4805-7130,5066
5063,Meat Spa 310,+81 6-4256-6338,10775
5064,Harunchi,+81 6-6167-8897,
5065,Nagomi,+81 6-6314-6596,10775
5066,Anuraja,+81 6-6935-6600,
5067,"Melbourne Coffee, Craft & Gin",+81 80-4106-2930,351
5068,Vino,+81 6-6761-5583,5725
5069,Wine Izakaya Az/ Befun Azuma,+81 6-6940-0617,2862
5070,Goichi,+81 6-6363-7739,9048
5071,Nipponbashi Fruit,+81 70-1227-8217,
5072,Gashin Osaka Honten,+81 6-6485-8173,9560
5073,Cafe Mode,+81 90-9611-8378,1111
5074,BBQ33,+81 6-6485-7137,8534
5075,Cafe Ribon,+81 6-6365-5068,10775
5076,Syusai Wagaku,+81 6-6443-7377,10775
5077,Takasho Jr Osaka Station,+81 6-6343-5510,
5078,Naochan,+81 50-5269-7720,
5079,Fs Stones,+81 6-6445-6222,8028
5080,Sushi Sogoroh,+81 6-6347-6568,6730
5081,Ryoshi no Utage Jusan,+81 6-6889-5211,10775
5082,Takoyakidoraku Wanaka Shin Osaka,+81 6-6307-2068,10775
5083,Ohnic,+81 6-6361-2929,10775
5084,Yanchi,+81 6-6791-5777,6549
5085,Marugame Seimen Fukaebashi,+81 6-6962-9020,2201
5086,Yamasan,+81 6-6885-0818,8741
5087,"Jizakanayatai Tottsuan, Tenroku",+81 6-6357-4649,7394
5088,Koraiken,+81 6-6553-1040,10775
5089,Teppan 39,+81 6-6933-6606,8785
5090,Takahashi,+81 6-6692-7533,7193
5091,Yasugiya Gamo Yonchome,+81 6-6930-8583,5359
5092,Kirameki,+81 6-6447-2442,9512
5093,Odoriya Tsurumi,+81 6-6911-9563,10440
5094,Sun Rose,+81 6-6674-3604,
5095,Izakaya Yumehachi Kyobashi,+81 6-6354-8184,10152
5096,Yumeya,+81 6-4862-8401,6077
5097,Partage,+81 6-6372-1219,5950
5098,Torishin,+81 6-6531-1139,10648
5099,Spice32 Fukushima,+81 6-6454-4887,8782
5100,Kitchen Sugar,+81 6-6447-5234,7227
5101,Zaoh Ramen,+81 50-5594-0415,2185
5102,Peko House,+81 6-6797-9576,
5103,Tonkatsu Ganko Namba,+81 6-6646-4129,627
5104,Chinatown,+81 6-6931-4327,10775
5105,"Seattle's Best Coffee, Edobori Center Building",+81 6-6450-8906,
5106,Soul,+81 6-6716-5766,8997
5107,Naruto Zushi,+81 6-6641-2581,10775
5108,Domburikko Nishimikuni,+81 6-6397-2456,9011
5109,Ninniku Ramen Ten'you Kujou Main Shop,+81 6-6584-8521,4114
5110,Okonomiyaki Maido,+81 6-6313-8989,7615
5111,Osama No Croquette,+81 6-6771-6870,10160
5112,Chiyu,+81 6-6320-1330,10775
5113,Shiki Shizen Kuidokoro Tachibana Abeno-main branch,+81 6-6627-6076,9857
5114,Cafe de Yan,+81 6-6971-6371,9487
5115,Kutchan Ramen,+81 6-6346-0776,2196
5116,Namaste Cafe,+81 6-6323-8436,7083
5117,Kurasuno,+81 6-6551-2395,1827
5118,Seafood Tavern Okuman Nakazakicho,+81 6-6377-0907,3840
5119,Osaka Nakanoshima Mamenoki,+81 6-6365-7778,
5120,Kammi Ichi Paktei,+81 6-7713-0516,3646
5121,Rairaku Cafe & Bar,+81 6-6930-3339,
5122,Osaka Osho Juso,+81 6-4806-4831,2366
5123,Iruri,+81 6-6630-9702,2304
5124,Osaka Monoral,+81 6-6343-7447,7656
5125,Nobuchan Oghatsutenjin,+81 6-6362-0840,10677
5126,Muten Kurazushi Nagai,+81 6-4700-5237,
5127,IPPUDO Umeda,+81 6-6363-3777,16
5128,Focacceria,+81 6-6536-9615,8771
5129,Guuguucafe,+81 6-6694-6666,
5130,Tapici Tea Stand Umeda Hep Five,+81 6-6366-3894,
5131,Toriya Dojima,+81 6-6344-3006,10775
5132,Saras Deli＆Pastry,+81 6-6573-3132,10775
5133,Tsuruyoshi,+81 6-6562-5870,9602
5134,Ninniku Ramentenyooikebashi,+81 6-6756-0474,10775
5135,#NAME?,+81 6-6442-7465,6303
5136,Arong Darong,+81 6-6712-0008,9487
5137,Karakuchi Ryori Osaka Tenma Suzumebachi Main Store,+81 6-6354-7200,9744
5138,Kibon,+81 6-6341-1390,7043
5139,Tengu Sakaba Sonezaki Ohatsu Tenjindori,,5998
5140,Maruyasu Suigun Abeno Ward Officemae,+81 6-6628-3077,10775
5141,Sujihei Shin Fukushima,+81 6-6451-0218,4071
5142,Charcoal Grilled Steak Kitashinchi Erutoro Kobe,+81 6-6341-3977,6149
5143,Miyoshi Shokudo,+81 6-6561-6313,10775
5144,Washoku Kaiseki Kyobashi Shinichi,+81 6-6965-0008,
5145,Ureshino Musubian,+81 6-6441-0024,
5146,Kushiyaki Dada,+81 6-6468-5006,9539
5147,Okamuro Sake Store,+81 6-6358-6598,4074
5148,Sushitoshi,+81 6-6323-7755,7097
5149,Kuiya,+81 6-6661-1909,6637
5150,Kentucky Fried Chicken Umeda Hep Dori,+81 6-6360-2935,881
5151,Okonomiyaki Sachi,+81 6-6572-7901,8234
5152,Robata-Yaki Pachipachi,+81 50-5787-8440,9234
5153,Fukuichi,+81 6-6712-0229,4551
5154,Uno Ya,+81 6-6344-5772,9145
5155,Rosso Rosso,+81 6-6923-8786,12693
5156,Bizaro,+81 6-6932-1201,
5157,Mister Donuttamade,+81 6-6676-2084,5968
5158,Osakaichi,+81 6-7896-9278,7053
5159,My Blend,+81 6-6304-4770,
5160,Live Kitchen Cooka,+81 6-6628-6111,
5161,Oryouri Zai Aburada,+81 6-6532-8872,
5162,"Kohiikan, Tengachaya",+81 6-6656-7265,
5163,Curry House T & A Ebisuhonmachi,+81 6-6646-0440,12621
5164,Cafe du Vienne,+81 6-6552-4546,10775
5165,Ginan,+81 6-6882-6068,3624
5166,Bed and Breakfast,+81 6-6453-2988,10775
5167,Kushiyaki Mondo,+81 6-6981-9489,
5168,Hayashigen,+81 6-6672-5074,6677
5169,Takoyaki Fufu Noda Hanshin No. 2,+81 6-6444-2255,1152
5170,Urasan,+81 6-6326-5325,10775
5171,Kaisendokoro Tomoyoshi Nodasengyo,+81 6-4804-5525,4521
5172,Dram Housethe Root,+81 6-6773-6331,6067
5173,Jaksal Chicken Kita-Horie,+81 6-6532-6585,9518
5174,Kagari,+81 6-6443-4264,8868
5175,Takoyaki Fufu Nain Mall,+81 6-6584-0202,9135
5176,Yakiniku Miyoshi Main Store,+81 6-6754-4529,5081
5177,Shigezushi,+81 6-6328-6170,9061
5178,Mitsuboshi Seimenjo Awaza,+81 6-6441-2117,5456
5179,Sumiyaki Jonny Nishi-Nakajima,+81 50-5786-1415,5653
5180,Aguni,+81 6-4391-1228,10219
5181,Kobeya,+81 6-6924-3759,10775
5182,Yayoiken Namba Motomachi,+81 6-6630-0211,1861
5183,Doraneko Rock,+81 6-6354-3550,7564
5184,Allegro Pesce,+81 6-6367-4200,1717
5185,Kuishimbo America-Mura,+81 6-6531-1467,3338
5186,Kitchen Vinvino Duex Un,+81 6-6392-9008,9171
5187,Ore Beate,+81 6-6373-2933,1783
5188,Shun,+81 6-6971-4798,
5189,Ocean View,+81 6-6571-2074,575
5190,Oniya,+81 6-6691-0486,7999
5191,Junbosohonten,+81 6-6709-0010,10775
5192,Toichi,+81 6-6972-2866,7421
5193,Trendy,+81 6-6656-2278,
5194,Teko,+81 6-6694-4736,9263
5195,Coco's Japan,+81 6-6935-2122,7782
5196,Cafe Eikokuya Keihan Kyobashieki Nishideguchimae,+81 6-6354-0862,
5197,Kagaman,+81 6-6341-2381,517
5198,Coco's Japan,+81 6-6760-5722,10775
5199,Okonomiyaki Chitose,+81 6-6631-6002,
5200,Sanuki Udon Kobo Kadokko,+81 6-6701-8980,7265
5201,Oagariya,+81 6-6442-0709,10518
5202,Kochi Horie,+81 6-6563-9653,10126
5203,Kintaro-Chan,+81 6-6366-0025,9745
5204,Kijimuna No Mori,+81 6-6552-2773,8241
5205,Kenkokan Pagoda Hakuun Main Store,+81 6-6741-4862,1625
5206,Rakuen,+81 6-6768-9995,5484
5207,Katsuki,+81 6-6625-2392,6389
5208,Kiguchi,+81 6-6696-6880,4327
5209,Kadoya Shokudo Main Store,+81 6-6535-3633,656
5210,Kintoki-Ya,+81 6-6441-1705,10775
5211,Coco's Japan,+81 6-6379-2093,5341
5212,K's Curry,+81 6-4980-5438,6610
5213,Chiran Kyobashi,+81 6-6353-3949,3439
5214,Kutsurogian,+81 6-6399-7271,5303
5215,Doutor Coffee,+81 6-6606-1159,
5216,Kochi Sumiyoshi,+81 6-6674-1537,9053
5217,Spadio Restaurant,+81 6-6563-4126,10773
5218,Parlor Cafe Sawada,+81 6-6968-9074,
5219,Takemoto,+81 6-6605-6660,2456
5220,Dining Cable,+81 6-6533-1717,6228
5221,Ramen Toride Kyomachibori,+81 6-6688-6289,8912
5222,Chandany,+81 6-6390-7215,2867
5223,Daitomi,+81 6-6441-5445,4715
5224,Cocarde La Terrasse,+81 6-6355-1313,534
5225,Teppan Jinno,+81 6-4304-2022,7621
5226,Tecchiri Hikaru,+81 6-6651-7673,5353
5227,Ramen Sampei,+81 6-4977-9677,3303
5228,Smoky,+81 6-6147-9031,4736
5229,Birreria & Pizzeria Luce,+81 6-6345-7477,1853
5230,Yowa Notsuki,+81 6-6110-1810,10775
5231,Chinese Restaurant Bamiyan,+81 6-6180-0066,4927
5232,New World,+81 6-6643-4888,
5233,Nishimaru,+81 6-6681-3967,7727
5234,Parc,+81 6-6136-8257,6955
5235,Kushikatsu Murafuji,+81 6-6647-0840,3495
5236,Pi Gurego,+81 6-6809-1800,10515
5237,Higekatsu,+81 6-6649-5437,642
5238,Daifuku,+81 6-6649-3788,4930
5239,Kamitora Nanba,+81 6-6649-8340,4777
5240,Kirin Ichiban Shibori Garden Osaka,,2645
5241,Yokozuna Sennichimae,+81 6-6213-0840,12392
5242,Muten Kura Sushi Kagaya,+81 6-6684-5581,2296
5243,Funatei Fukushinaan,+81 6-6453-2731,1012
5244,Sumiyaki Yakitori Ichiban Juhsan West Exit Shop,+81 50-5799-2719,10775
5245,Teppan Kushi Ittetsu,+81 6-4796-9482,9938
5246,Okazaki,+81 6-6348-0666,7021
5247,Friendly,+81 6-6692-6596,10775
5248,Brasserie Petit Porc,+81 6-6881-2399,7558
5249,"Mitsuboshi Ramen Nishi Nakajima, - CLOSED",+81 6-6886-1671,
5250,Cafe de Crie Fukushima,+81 6-4798-8780,
5251,Mister Donut Showacho,+81 6-6623-2299,
5252,Planet Cafe,+81 6-6615-6055,9208
5253,Bumbuku,+81 6-6629-0908,1567
5254,Fun Space Cafe,+81 6-6543-2102,318
5255,Hosokawa,+81 6-6773-8912,10477
5256,Seafood Robata Izakaya Tanden Kyobashi,+81 50-5789-9086,6055
5257,Yakitori Daikichiosaka Port,+81 6-6577-6024,10433
5258,La Spigola,+81 6-6311-6333,
5259,Hotei Sushi Higashi,+81 6-6779-4635,1204
5260,"Dashichazuke En, Eki Marche Shin Osaka",+81 6-6305-5096,4642
5261,Tampopo,+81 6-6555-2478,10775
5262,Melbourne House,+81 6-6576-5647,9529
5263,Mughal,+81 6-6763-3940,7285
5264,"Mos Burger, JR Noda",+81 6-4804-5556,7106
5265,Mos Burger,+81 6-6633-6155,3782
5266,Mendokorotsumiya,+81 6-6323-0036,10447
5267,Mate,+81 6-6953-9843,
5268,Mos Burger,+81 6-6627-5150,5809
5269,Yukari,+81 6-6623-2911,8747
5270,La Brise,+81 6-6147-2525,2944
5271,La Galloise,+81 6-6532-5603,5534
5272,Machikadoya Minamitsumori,+81 6-6655-5901,7275
5273,Kizushi Kurama,+81 6-6345-7888,10775
5274,O West,+81 6-6990-8500,5121
